Mod:Item:MetaData, Localized Name
RotaryCraft:rotarycraft_item_modingots:56, Ammonium Chloride Dust
RotaryCraft:rotarycraft_item_modingots:57, Calcite Gem
RotaryCraft:rotarycraft_item_modingots:58, Chimerite Gem
RotaryCraft:rotarycraft_item_modingots:59, Vinteum Dust
RotaryCraft:rotarycraft_item_modingots:60, Blue Topaz Gem
RotaryCraft:rotarycraft_item_modingots:61, Moonstone Gem
RotaryCraft:rotarycraft_item_modingots:62, Sunstone Gem
RotaryCraft:rotarycraft_item_modingots:63, Titanium Ingot
RotaryCraft:rotarycraft_item_modingots:64, Magmanite Item
RotaryCraft:rotarycraft_item_modingots:65, Magnetite Gem
RotaryCraft:rotarycraft_item_modingots:66, Essence Item
RotaryCraft:rotarycraft_item_modingots:67, Mimichite Gem
RotaryCraft:rotarycraft_item_modingots:68, Nether Uranium Ingot
RotaryCraft:rotarycraft_item_modingots:69, Quantum Dust
RotaryCraft:rotarycraft_item_modingots:70, Nether Iridium Ingot
RotaryCraft:rotarycraft_item_modingots:71, Dark Iron Ingot
RotaryCraft:rotarycraft_item_modingots:72, Chromite Ingot
RotaryCraft:rotarycraft_item_modingots:73, Nether Sapphire Gem
RotaryCraft:rotarycraft_item_modingots:74, Nether Peridot Gem
RotaryCraft:rotarycraft_item_modingots:75, Nether Titanium Ingot
RotaryCraft:rotarycraft_item_modingots:76, Nether Sulfur Dust
RotaryCraft:rotarycraft_item_modingots:77, Nether Osmium Ingot
RotaryCraft:rotarycraft_item_modingots:78, Silicon Item
RotaryCraft:rotarycraft_item_modingots:79, Rutile Ingot
RotaryCraft:rotarycraft_item_modingots:80, Amethyst Gem
RotaryCraft:rotarycraft_item_modingots:81, Teslatite Dust
RotaryCraft:rotarycraft_item_modingots:82, Mana Ingot
RotaryCraft:rotarycraft_item_modingots:83, Nether Saltpeter Dust
RotaryCraft:rotarycraft_item_modingots:84, Thorium Dust
RotaryCraft:rotarycraft_item_modingots:85, Draconium Dust
RotaryCraft:rotarycraft_item_modingots:86, Endium Ingot
RotaryCraft:rotarycraft_item_modingots:87, Dilithium Dust
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_steelpack, item.item.steelpack.name
RotaryCraft:rotarycraft_item_rangefinder:32000, 测距仪 (32000 kJ)
RotaryCraft:rotarycraft_item_gearupgrade:0, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
StorageDrawers:upgradeTemplate, 升级模板
StorageDrawers:upgrade:2, 抽屉容量升级(II)
StorageDrawers:upgrade:3, 抽屉容量升级(III)
StorageDrawers:upgrade:4, 抽屉容量升级(IV)
StorageDrawers:upgrade:5, 抽屉容量升级(V)
StorageDrawers:upgrade:6, 抽屉容量升级(VI)
StorageDrawers:upgradeStatus:1, 状态显示升级(I)
StorageDrawers:upgradeStatus:2, 状态显示升级(II)
StorageDrawers:upgradeVoid, 虚空升级
StorageDrawers:upgradeCreative:0, 创造模式容量升级
StorageDrawers:upgradeCreative:1, Creative Vending Upgrade
StorageDrawers:upgradeRedstone:0, Redstone Upgrade
StorageDrawers:upgradeRedstone:1, Redstone Max Upgrade
StorageDrawers:upgradeRedstone:2, Redstone Min Upgrade
StorageDrawers:upgradeLock, 抽屉钥匙
StorageDrawers:shroudKey, 屏蔽钥匙
StorageDrawers:personalKey:0, 私人钥匙
StorageDrawers:personalKey:1, 私人钥匙 (CoFH)
StorageDrawers:tape, 打包带
ThermalDynamics:servo:0, 伺服器
ThermalDynamics:servo:1, 硬化伺服器
ThermalDynamics:servo:2, 强化伺服器
ThermalDynamics:servo:3, 信素伺服器
ThermalDynamics:servo:4, 谐振伺服器
ThermalDynamics:filter:0, 过滤器
ThermalDynamics:filter:1, 硬化过滤器
ThermalDynamics:filter:2, 强化过滤器
ThermalDynamics:filter:3, 信素过滤器
ThermalDynamics:filter:4, 谐振过滤器
ThermalDynamics:cover:0, 石头 覆盖板
ThermalDynamics:cover:0, 草方块 覆盖板
ThermalDynamics:cover:0, 泥土 覆盖板
ThermalDynamics:cover:0, 灰化土 覆盖板
ThermalDynamics:cover:0, 圆石 覆盖板
ThermalDynamics:cover:0, 橡木木板 覆盖板
ThermalDynamics:cover:0, 云杉木板 覆盖板
ThermalDynamics:cover:0, 白桦木板 覆盖板
ThermalDynamics:cover:0, 丛林木板 覆盖板
ThermalDynamics:cover:0, 金合欢木板 覆盖板
ThermalDynamics:cover:0, 深色橡木木板 覆盖板
ThermalDynamics:cover:0, 橡树树苗 覆盖板
ThermalDynamics:cover:0, 云杉树苗 覆盖板
ThermalDynamics:cover:0, 白桦树苗 覆盖板
ThermalDynamics:cover:0, 丛林树苗 覆盖板
ThermalDynamics:cover:0, 金合欢树苗 覆盖板
ThermalDynamics:cover:0, 深色橡树树苗 覆盖板
ThermalDynamics:cover:0, 基岩 覆盖板
ThermalDynamics:cover:0, 水 覆盖板
ThermalDynamics:cover:0, 水 覆盖板
ThermalDynamics:cover:0, 岩浆 覆盖板
ThermalDynamics:cover:0, 岩浆 覆盖板
ThermalDynamics:cover:0, 沙子 覆盖板
ThermalDynamics:cover:0, 红沙 覆盖板
ThermalDynamics:cover:0, 沙砾 覆盖板
ThermalDynamics:cover:0, 金矿石 覆盖板
ThermalDynamics:cover:0, 铁矿石 覆盖板
ThermalDynamics:cover:0, 煤矿石 覆盖板
ThermalDynamics:cover:0, 橡木 覆盖板
ThermalDynamics:cover:0, 云杉木 覆盖板
ThermalDynamics:cover:0, 白桦木 覆盖板
ThermalDynamics:cover:0, 丛林木 覆盖板
ThermalDynamics:cover:0, 橡树树叶 覆盖板
ThermalDynamics:cover:0, 橡树树叶 覆盖板
ThermalDynamics:cover:0, 橡树树叶 覆盖板
ThermalDynamics:cover:0, 橡树树叶 覆盖板
ThermalDynamics:cover:0, 海绵 覆盖板
ThermalDynamics:cover:0, 玻璃 覆盖板
ThermalDynamics:cover:0, 青金石矿石 覆盖板
ThermalDynamics:cover:0, 青金石块 覆盖板
ThermalDynamics:cover:0, 沙石 覆盖板
ThermalDynamics:cover:0, 錾制沙石 覆盖板
ThermalDynamics:cover:0, 平滑沙石 覆盖板
ThermalDynamics:cover:0, 床 覆盖板
ThermalDynamics:cover:0, 动力铁轨 覆盖板
ThermalDynamics:cover:0, 探测铁轨 覆盖板
ThermalDynamics:cover:0, 粘性活塞 覆盖板
ThermalDynamics:cover:0, 蜘蛛网 覆盖板
ThermalDynamics:cover:0, 草 覆盖板
ThermalDynamics:cover:0, 蕨 覆盖板
ThermalDynamics:cover:0, 枯死的灌木 覆盖板
ThermalDynamics:cover:0, 活塞 覆盖板
ThermalDynamics:cover:0, tile.null.name 覆盖板
ThermalDynamics:cover:0, 羊毛 覆盖板
ThermalDynamics:cover:0, 橙色羊毛 覆盖板
ThermalDynamics:cover:0, 品红色羊毛 覆盖板
ThermalDynamics:cover:0, 淡蓝色羊毛 覆盖板
ThermalDynamics:cover:0, 黄色羊毛 覆盖板
ThermalDynamics:cover:0, 黄绿色羊毛 覆盖板
ThermalDynamics:cover:0, 粉红色羊毛 覆盖板
ThermalDynamics:cover:0, 灰色羊毛 覆盖板
ThermalDynamics:cover:0, 淡灰色羊毛 覆盖板
ThermalDynamics:cover:0, 青色羊毛 覆盖板
ThermalDynamics:cover:0, 紫色羊毛 覆盖板
ThermalDynamics:cover:0, 蓝色羊毛 覆盖板
ThermalDynamics:cover:0, 棕色羊毛 覆盖板
ThermalDynamics:cover:0, 绿色羊毛 覆盖板
ThermalDynamics:cover:0, 红色羊毛 覆盖板
ThermalDynamics:cover:0, 黑色羊毛 覆盖板
ThermalDynamics:cover:0, 蒲公英 覆盖板
ThermalDynamics:cover:0, 罂粟 覆盖板
ThermalDynamics:cover:0, 兰花 覆盖板
ThermalDynamics:cover:0, 绒球葱 覆盖板
ThermalDynamics:cover:0, 茜草花 覆盖板
ThermalDynamics:cover:0, 红色郁金香 覆盖板
ThermalDynamics:cover:0, 橙色郁金香 覆盖板
ThermalDynamics:cover:0, 白色郁金香 覆盖板
ThermalDynamics:cover:0, 粉红色郁金香 覆盖板
ThermalDynamics:cover:0, 滨菊 覆盖板
ThermalDynamics:cover:0, 蘑菇 覆盖板
ThermalDynamics:cover:0, 蘑菇 覆盖板
ThermalDynamics:cover:0, 金块 覆盖板
ThermalDynamics:cover:0, 铁块 覆盖板
ThermalDynamics:cover:0, 石台阶 覆盖板
ThermalDynamics:cover:0, 沙石台阶 覆盖板
ThermalDynamics:cover:0, 圆石台阶 覆盖板
ThermalDynamics:cover:0, 砖台阶 覆盖板
ThermalDynamics:cover:0, 石砖台阶 覆盖板
ThermalDynamics:cover:0, 地狱砖台阶 覆盖板
ThermalDynamics:cover:0, 石英台阶 覆盖板
ThermalDynamics:cover:0, 砖块 覆盖板
ThermalDynamics:cover:0, TNT 覆盖板
ThermalDynamics:cover:0, 书架 覆盖板
ThermalDynamics:cover:0, 苔石 覆盖板
ThermalDynamics:cover:0, 黑曜石 覆盖板
ThermalDynamics:cover:0, 火把 覆盖板
ThermalDynamics:cover:0, 火 覆盖板
ThermalDynamics:cover:0, 橡木楼梯 覆盖板
ThermalDynamics:cover:0, 红石粉 覆盖板
ThermalDynamics:cover:0, 钻石矿石 覆盖板
ThermalDynamics:cover:0, 钻石块 覆盖板
ThermalDynamics:cover:0, 工作台 覆盖板
ThermalDynamics:cover:0, 农作物 覆盖板
ThermalDynamics:cover:0, 耕地 覆盖板
ThermalDynamics:cover:0, 木门 覆盖板
ThermalDynamics:cover:0, 梯子 覆盖板
ThermalDynamics:cover:0, 铁轨 覆盖板
ThermalDynamics:cover:0, 石楼梯 覆盖板
ThermalDynamics:cover:0, 拉杆 覆盖板
ThermalDynamics:cover:0, 压力板 覆盖板
ThermalDynamics:cover:0, 铁门 覆盖板
ThermalDynamics:cover:0, 压力板 覆盖板
ThermalDynamics:cover:0, 红石矿石 覆盖板
ThermalDynamics:cover:0, 红石矿石 覆盖板
ThermalDynamics:cover:0, 红石火把 覆盖板
ThermalDynamics:cover:0, 红石火把 覆盖板
ThermalDynamics:cover:0, 按钮 覆盖板
ThermalDynamics:cover:0, 雪 覆盖板
ThermalDynamics:cover:0, 冰 覆盖板
ThermalDynamics:cover:0, 雪 覆盖板
ThermalDynamics:cover:0, 仙人掌 覆盖板
ThermalDynamics:cover:0, 粘土块 覆盖板
ThermalDynamics:cover:0, 甘蔗 覆盖板
ThermalDynamics:cover:0, 栅栏 覆盖板
ThermalDynamics:cover:0, 南瓜 覆盖板
ThermalDynamics:cover:0, 地狱岩 覆盖板
ThermalDynamics:cover:0, 灵魂沙 覆盖板
ThermalDynamics:cover:0, 萤石 覆盖板
ThermalDynamics:cover:0, 传送门 覆盖板
ThermalDynamics:cover:0, 南瓜灯 覆盖板
ThermalDynamics:cover:0, 蛋糕 覆盖板
ThermalDynamics:cover:0, tile.diode.name 覆盖板
ThermalDynamics:cover:0, tile.diode.name 覆盖板
ThermalDynamics:cover:0, 白色染色玻璃 覆盖板
ThermalDynamics:cover:0, 橙色染色玻璃 覆盖板
ThermalDynamics:cover:0, 品红色染色玻璃 覆盖板
ThermalDynamics:cover:0, 淡蓝色染色玻璃 覆盖板
ThermalDynamics:cover:0, 黄色染色玻璃 覆盖板
ThermalDynamics:cover:0, 黄绿色染色玻璃 覆盖板
ThermalDynamics:cover:0, 粉红色染色玻璃 覆盖板
ThermalDynamics:cover:0, 灰色染色玻璃 覆盖板
ThermalDynamics:cover:0, 淡灰色染色玻璃 覆盖板
ThermalDynamics:cover:0, 青色染色玻璃 覆盖板
ThermalDynamics:cover:0, 紫色染色玻璃 覆盖板
ThermalDynamics:cover:0, 蓝色染色玻璃 覆盖板
ThermalDynamics:cover:0, 棕色染色玻璃 覆盖板
ThermalDynamics:cover:0, 绿色染色玻璃 覆盖板
ThermalDynamics:cover:0, 红色染色玻璃 覆盖板
ThermalDynamics:cover:0, 黑色染色玻璃 覆盖板
ThermalDynamics:cover:0, 活板门 覆盖板
ThermalDynamics:cover:0, 石头怪物蛋 覆盖板
ThermalDynamics:cover:0, 圆石怪物蛋 覆盖板
ThermalDynamics:cover:0, 石砖怪物蛋 覆盖板
ThermalDynamics:cover:0, 苔石砖怪物蛋 覆盖板
ThermalDynamics:cover:0, 裂石砖怪物蛋 覆盖板
ThermalDynamics:cover:0, 錾制石砖怪物蛋 覆盖板
ThermalDynamics:cover:0, 石砖 覆盖板
ThermalDynamics:cover:0, 苔石砖 覆盖板
ThermalDynamics:cover:0, 裂石砖 覆盖板
ThermalDynamics:cover:0, 錾制石砖 覆盖板
ThermalDynamics:cover:0, 蘑菇 覆盖板
ThermalDynamics:cover:0, 蘑菇 覆盖板
ThermalDynamics:cover:0, 铁栏杆 覆盖板
ThermalDynamics:cover:0, 玻璃板 覆盖板
ThermalDynamics:cover:0, 西瓜 覆盖板
ThermalDynamics:cover:0, tile.pumpkinStem.name 覆盖板
ThermalDynamics:cover:0, tile.pumpkinStem.name 覆盖板
ThermalDynamics:cover:0, 藤蔓 覆盖板
ThermalDynamics:cover:0, 栅栏门 覆盖板
ThermalDynamics:cover:0, 砖楼梯 覆盖板
ThermalDynamics:cover:0, 石砖楼梯 覆盖板
ThermalDynamics:cover:0, 菌丝 覆盖板
ThermalDynamics:cover:0, 睡莲 覆盖板
ThermalDynamics:cover:0, 地狱砖块 覆盖板
ThermalDynamics:cover:0, 地狱砖栅栏 覆盖板
ThermalDynamics:cover:0, 地狱砖楼梯 覆盖板
ThermalDynamics:cover:0, 地狱疣 覆盖板
ThermalDynamics:cover:0, 炼药锅 覆盖板
ThermalDynamics:cover:0, 末地传送门 覆盖板
ThermalDynamics:cover:0, 末地石 覆盖板
ThermalDynamics:cover:0, 龙蛋 覆盖板
ThermalDynamics:cover:0, 红石灯 覆盖板
ThermalDynamics:cover:0, 红石灯 覆盖板
ThermalDynamics:cover:0, 橡木台阶 覆盖板
ThermalDynamics:cover:0, 云杉台阶 覆盖板
ThermalDynamics:cover:0, 桦木台阶 覆盖板
ThermalDynamics:cover:0, 丛林台阶 覆盖板
ThermalDynamics:cover:0, 金合欢木台阶 覆盖板
ThermalDynamics:cover:0, 深色橡木台阶 覆盖板
ThermalDynamics:cover:0, 可可果 覆盖板
ThermalDynamics:cover:0, 沙石楼梯 覆盖板
ThermalDynamics:cover:0, 绿宝石矿石 覆盖板
ThermalDynamics:cover:0, 绊线钩 覆盖板
ThermalDynamics:cover:0, 绊线 覆盖板
ThermalDynamics:cover:0, 绿宝石块 覆盖板
ThermalDynamics:cover:0, 云杉木楼梯 覆盖板
ThermalDynamics:cover:0, 桦木楼梯 覆盖板
ThermalDynamics:cover:0, 丛林木楼梯 覆盖板
ThermalDynamics:cover:0, 圆石墙 覆盖板
ThermalDynamics:cover:0, 苔石墙 覆盖板
ThermalDynamics:cover:0, 胡萝卜 覆盖板
ThermalDynamics:cover:0, 马铃薯 覆盖板
ThermalDynamics:cover:0, 按钮 覆盖板
ThermalDynamics:cover:0, 铁砧 覆盖板
ThermalDynamics:cover:0, 铁砧 覆盖板
ThermalDynamics:cover:0, 铁砧 覆盖板
ThermalDynamics:cover:0, 测重压力板 (轻质) 覆盖板
ThermalDynamics:cover:0, 测重压力板 (重质) 覆盖板
ThermalDynamics:cover:0, 红石块 覆盖板
ThermalDynamics:cover:0, 下界石英矿石 覆盖板
ThermalDynamics:cover:0, 石英块 覆盖板
ThermalDynamics:cover:0, 錾制石英块 覆盖板
ThermalDynamics:cover:0, 竖纹石英块 覆盖板
ThermalDynamics:cover:0, 石英楼梯 覆盖板
ThermalDynamics:cover:0, 激活铁轨 覆盖板
ThermalDynamics:cover:0, 白色染色粘土 覆盖板
ThermalDynamics:cover:0, 橙色染色粘土 覆盖板
ThermalDynamics:cover:0, 品红色染色粘土 覆盖板
ThermalDynamics:cover:0, 淡蓝色染色粘土 覆盖板
ThermalDynamics:cover:0, 黄色染色粘土 覆盖板
ThermalDynamics:cover:0, 黄绿色染色粘土 覆盖板
ThermalDynamics:cover:0, 粉色染色粘土 覆盖板
ThermalDynamics:cover:0, 灰色染色粘土 覆盖板
ThermalDynamics:cover:0, 淡灰色染色粘土 覆盖板
ThermalDynamics:cover:0, 青色染色粘土 覆盖板
ThermalDynamics:cover:0, 紫色染色粘土 覆盖板
ThermalDynamics:cover:0, 蓝色染色粘土 覆盖板
ThermalDynamics:cover:0, 棕色染色粘土 覆盖板
ThermalDynamics:cover:0, 绿色染色粘土 覆盖板
ThermalDynamics:cover:0, 红色染色粘土 覆盖板
ThermalDynamics:cover:0, 黑色染色粘土 覆盖板
ThermalDynamics:cover:0, 白色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 橙色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 品红色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 淡蓝色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 黄色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 黄绿色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 粉红色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 灰色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 淡灰色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 青色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 紫色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 蓝色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 棕色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 绿色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 红色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 黑色染色玻璃板 覆盖板
ThermalDynamics:cover:0, 金合欢树叶 覆盖板
ThermalDynamics:cover:0, 金合欢树叶 覆盖板
ThermalDynamics:cover:0, 金合欢木 覆盖板
ThermalDynamics:cover:0, 深色橡木 覆盖板
ThermalDynamics:cover:0, 金合欢木楼梯 覆盖板
ThermalDynamics:cover:0, 深色橡木楼梯 覆盖板
ThermalDynamics:cover:0, 切肉板 覆盖板
ThermalDynamics:cover:0, 罐 覆盖板
ThermalDynamics:cover:0, 蜂箱 覆盖板
ThermalDynamics:cover:0, 干草块 覆盖板
ThermalDynamics:cover:0, 地毯 覆盖板
ThermalDynamics:cover:0, 橙色地毯 覆盖板
ThermalDynamics:cover:0, 品红色地毯 覆盖板
ThermalDynamics:cover:0, 淡蓝色地毯 覆盖板
ThermalDynamics:cover:0, 黄色地毯 覆盖板
ThermalDynamics:cover:0, 黄绿色地毯 覆盖板
ThermalDynamics:cover:0, 粉红色地毯 覆盖板
ThermalDynamics:cover:0, 灰色地毯 覆盖板
ThermalDynamics:cover:0, 淡灰色地毯 覆盖板
ThermalDynamics:cover:0, 青色地毯 覆盖板
ThermalDynamics:cover:0, 紫色地毯 覆盖板
ThermalDynamics:cover:0, 蓝色地毯 覆盖板
ThermalDynamics:cover:0, 棕色地毯 覆盖板
ThermalDynamics:cover:0, 绿色地毯 覆盖板
ThermalDynamics:cover:0, 红色地毯 覆盖板
ThermalDynamics:cover:0, 黑色地毯 覆盖板
ThermalDynamics:cover:0, 硬化粘土 覆盖板
ThermalDynamics:cover:0, 煤炭块 覆盖板
ThermalDynamics:cover:0, 浮冰 覆盖板
ThermalDynamics:cover:0, 向日葵 覆盖板
ThermalDynamics:cover:0, 丁香 覆盖板
ThermalDynamics:cover:0, 高草丛 覆盖板
ThermalDynamics:cover:0, 大型蕨 覆盖板
ThermalDynamics:cover:0, 玫瑰丛 覆盖板
ThermalDynamics:cover:0, 牡丹 覆盖板
ThermalDynamics:cover:0, tile.sink.name 覆盖板
ThermalDynamics:cover:0, tile.sink.name 覆盖板
ThermalDynamics:cover:0, tile.sink.name 覆盖板
ThermalDynamics:cover:0, tile.sink.name 覆盖板
ThermalDynamics:cover:0, 盐矿 覆盖板
ThermalDynamics:cover:0, 盐块 覆盖板
ThermalDynamics:cover:0, 浆果果园 覆盖板
ThermalDynamics:cover:0, 沙漠果园 覆盖板
ThermalDynamics:cover:0, 草地果园 覆盖板
ThermalDynamics:cover:0, 葫芦果园 覆盖板
ThermalDynamics:cover:0, 土地果园 覆盖板
ThermalDynamics:cover:0, 香草果园 覆盖板
ThermalDynamics:cover:0, 薄荷果园 覆盖板
ThermalDynamics:cover:0, 蘑菇果园 覆盖板
ThermalDynamics:cover:0, 花茎果园 覆盖板
ThermalDynamics:cover:0, 纺织果园 覆盖板
ThermalDynamics:cover:0, 热带果园 覆盖板
ThermalDynamics:cover:0, 水生果园 覆盖板
ThermalDynamics:cover:0, 未成熟的苹果 覆盖板
ThermalDynamics:cover:0, 苹果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的杏仁 覆盖板
ThermalDynamics:cover:0, 杏仁树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的杏子 覆盖板
ThermalDynamics:cover:0, 杏子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的鳄梨 覆盖板
ThermalDynamics:cover:0, 鳄梨树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的香蕉 覆盖板
ThermalDynamics:cover:0, 香蕉树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的腰果 覆盖板
ThermalDynamics:cover:0, 腰果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的樱桃 覆盖板
ThermalDynamics:cover:0, 樱桃树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的栗子 覆盖板
ThermalDynamics:cover:0, 栗子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的肉桂 覆盖板
ThermalDynamics:cover:0, 肉桂树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的椰子 覆盖板
ThermalDynamics:cover:0, 椰子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的枣椰 覆盖板
ThermalDynamics:cover:0, 枣椰树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的火龙果 覆盖板
ThermalDynamics:cover:0, 火龙果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的榴莲 覆盖板
ThermalDynamics:cover:0, 榴莲树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的无花果 覆盖板
ThermalDynamics:cover:0, 无花果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的葡萄柚 覆盖板
ThermalDynamics:cover:0, 葡萄柚树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的柠檬 覆盖板
ThermalDynamics:cover:0, 柠檬树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的酸橙 覆盖板
ThermalDynamics:cover:0, 酸橙树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的枫树 覆盖板
ThermalDynamics:cover:0, 枫树树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的芒果 覆盖板
ThermalDynamics:cover:0, 芒果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的肉豆蔻 覆盖板
ThermalDynamics:cover:0, 肉豆蔻树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的橄榄 覆盖板
ThermalDynamics:cover:0, 橄榄树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的橙子 覆盖板
ThermalDynamics:cover:0, 橙子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的木瓜 覆盖板
ThermalDynamics:cover:0, 木瓜树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的白千层 覆盖板
ThermalDynamics:cover:0, 白千层树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的桃子 覆盖板
ThermalDynamics:cover:0, 桃子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的梨 覆盖板
ThermalDynamics:cover:0, 梨树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的山核桃 覆盖板
ThermalDynamics:cover:0, 山核桃树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的胡椒 覆盖板
ThermalDynamics:cover:0, 胡椒树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的柿子 覆盖板
ThermalDynamics:cover:0, 柿子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的开心果 覆盖板
ThermalDynamics:cover:0, 开心果树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的李子 覆盖板
ThermalDynamics:cover:0, 李子树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的石榴 覆盖板
ThermalDynamics:cover:0, 石榴树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的杨桃 覆盖板
ThermalDynamics:cover:0, 杨桃树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的香草豆荚 覆盖板
ThermalDynamics:cover:0, 香草树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的胡桃 覆盖板
ThermalDynamics:cover:0, 胡桃树苗 覆盖板
ThermalDynamics:cover:0, 未成熟的醋栗 覆盖板
ThermalDynamics:cover:0, 醋栗树苗 覆盖板
ThermalDynamics:cover:0, 黑莓作物 覆盖板
ThermalDynamics:cover:0, 蓝莓作物 覆盖板
ThermalDynamics:cover:0, 覆盆子作物 覆盖板
ThermalDynamics:cover:0, 树莓作物 覆盖板
ThermalDynamics:cover:0, 草莓作物 覆盖板
ThermalDynamics:cover:0, 仙人掌果作物 覆盖板
ThermalDynamics:cover:0, 芦笋作物 覆盖板
